review_text,sentiment
The mobile app was okay. Nothing special.,neutral
"Everything was fine, but the return process could be improved.",neutral
A decent ride but not the best availability.,neutral
Long wait times and the support staff was awful.,negative
A typical rental experience with a decent return process.,neutral
Long wait times and the rental station was awful.,negative
The battery life was okay. Nothing special.,neutral
Absolutely loved the return process! The experience was fantastic.,positive
"A seamless process, and the mobile app was perfect.",positive
Superb experience renting bikes. The support staff was outstanding.,positive
The customer service was a disaster. Very disappointed.,negative
The return process was a disaster. Very disappointed.,negative
One of the best bike rentals I’ve had. The return process made it even better.,positive
Absolutely loved the support staff! The experience was fantastic.,positive
"Nothing to complain about, but the seat comfort wasn’t great either.",neutral
The availability was okay. Nothing special.,neutral
"Nothing to complain about, but the mobile app wasn’t great either.",neutral
"Nothing went smoothly, especially the support staff.",negative
Superb experience renting bikes. The rental station was outstanding.,positive
Had a wonderful ride through the riverfront. The bikes were excellent.,positive
Bikes were in terrible condition. The rental station was a nightmare.,negative
Long wait times and the pricing was awful.,negative
Long wait times and the seat comfort was awful.,negative
"Fast, friendly, and fun. The rental station was impressive!",positive
"A seamless process, and the support staff was perfect.",positive
Nothing extraordinary. The pricing was functional.,neutral
Too expensive for such poor quality pricing.,negative
The pricing was okay. Nothing special.,neutral
"Fast, friendly, and fun. The return process was impressive!",positive
"The rental station was well-maintained, and the rental was smooth.",positive
Bikes were in terrible condition. The battery life was a nightmare.,negative
Worst experience ever. The return process ruined the entire ride.,negative
"Everything was fine, but the rental station could be improved.",neutral
"It was fine, but I wouldn’t rave about the mobile app.",neutral
One of the best bike rentals I’ve had. The battery life made it even better.,positive
The mobile app was a disaster. Very disappointed.,negative
"Nothing went smoothly, especially the bike condition.",negative
A typical rental experience with a decent battery life.,neutral
"Nothing went smoothly, especially the customer service.",negative
